,index,benchmark,label,runtime,runtime_label,error,error_label,runtime_pred,error_pred
72,72,cg,INVALID,1.252467,1,                 INF,0,-1.0,-1.0
73,73,cg,VALID,1.2507803000000002,1, 1.7129574733919E+01,1,-1.0,-1.0
74,74,cg,INVALID,1.23043,1,                 INF,0,-1.0,-1.0
75,75,cg,VALID,1.2244685,1, 1.7129574733919E+01,1,-1.0,-1.0
76,76,cg,INVALID,1.203448,1,                -NAN,0,-1.0,-1.0
77,77,cg,INVALID,1.326902,1,-2.4588192949862E+32,0,-1.0,-1.0
78,78,cg,INVALID,1.206829,1,                 INF,0,-1.0,-1.0
79,79,cg,VALID,1.2984366,1, 1.7129574741378E+01,1,-1.0,-1.0
80,80,cg,INVALID,1.223116,1,                 INF,0,-1.0,-1.0
81,81,cg,VALID,1.2689590999999998,1, 1.7129574733919E+01,1,-1.0,-1.0
82,82,cg,INVALID,1.195315,1,                 INF,0,-1.0,-1.0
83,83,cg,INVALID,1.231959,1,                -NAN,0,-1.0,-1.0
84,84,cg,INVALID,3.452115,0,                 NAN,0,-1.0,-1.0
85,85,cg,INVALID,1.179248,1,                 NAN,0,-1.0,-1.0
86,86,cg,INVALID,1.220738,1,                 INF,0,-1.0,-1.0
87,87,cg,VALID,3.3575291,0, 1.7129574685671E+01,1,-1.0,-1.0
88,88,cg,INVALID,1.256969,1,                 INF,0,-1.0,-1.0
89,89,cg,INVALID,4.466079,0, 2.0000000000000E+01,0,-1.0,-1.0
90,90,cg,INVALID,1.249121,1,                 INF,0,-1.0,-1.0
91,91,cg,INVALID,5.829225,0, 1.3275969028473E+00,0,-1.0,-1.0
92,92,cg,INVALID,1.190725,1,                 NAN,0,-1.0,-1.0
93,93,cg,INVALID,3.770919,0, 1.9999999999971E+01,0,-1.0,-1.0
94,94,cg,INVALID,1.259882,1,                -NAN,0,-1.0,-1.0
95,95,cg,INVALID,1.367638,0,                 INF,0,-1.0,-1.0
96,96,cg,INVALID,1.434281,0,                 INF,0,-1.0,-1.0
97,97,cg,INVALID,1.224647,1,                 NAN,0,-1.0,-1.0
98,98,cg,INVALID,1.25371,1,                 INF,0,-1.0,-1.0
99,99,cg,INVALID,5.886306,0, 1.3275969419423E+00,0,-1.0,-1.0
100,100,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
101,101,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
102,102,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
103,103,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
104,104,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
105,105,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
106,106,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
107,107,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
108,108,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
109,109,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
110,110,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
111,111,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
112,112,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
113,113,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
114,114,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
115,115,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
116,116,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
117,117,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
118,118,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
119,119,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
120,120,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
121,121,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
122,122,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
123,123,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
124,124,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
125,125,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
126,126,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
127,127,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
128,128,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
129,129,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
130,130,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
131,131,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
132,132,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
133,133,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
134,134,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
135,135,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
136,136,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
137,137,cg,VALID,1.0787623,1, 1.7129574806909E+01,1,1.0,1.0
138,138,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
139,139,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
140,140,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
141,141,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
142,142,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
143,143,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
144,144,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
145,145,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
146,146,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
147,147,cg,VALID,1.2112365,1, 1.7129574806909E+01,1,1.0,1.0
148,148,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
149,149,cg,VALID,1.1807924,1, 1.7129574806909E+01,1,1.0,1.0
150,150,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
151,151,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
152,152,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
153,153,cg,VALID,1.2186068,1, 1.7129574813896E+01,1,1.0,1.0
154,154,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
155,155,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
156,156,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
157,157,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
158,158,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
159,159,cg,INVALID,1.215505,1,                 NAN,0,1.0,1.0
160,160,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
161,161,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
162,162,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
163,163,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
164,164,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
165,165,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
166,166,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
167,167,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
168,168,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
169,169,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
170,170,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
171,171,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
172,172,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
173,173,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
174,174,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
175,175,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
176,176,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
177,177,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
178,178,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
179,179,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
180,180,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
181,181,cg,VALID,1.0790739,1, 1.7129574806909E+01,1,1.0,1.0
182,182,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
183,183,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
184,184,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
185,185,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
186,186,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
187,187,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
188,188,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
189,189,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
190,190,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
191,191,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
192,192,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
193,193,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
194,194,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
195,195,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
196,196,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
197,197,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
198,198,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
199,199,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
200,200,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
201,201,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
202,202,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
203,203,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
204,204,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
205,205,cg,VALID,1.1322514000000001,1, 1.7129574806909E+01,1,1.0,1.0
206,206,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
207,207,cg,VALID,1.1469923999999998,1, 1.7129574806909E+01,1,1.0,1.0
208,208,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
209,209,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
210,210,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
211,211,cg,VALID,1.2144804000000002,1, 1.7129574813896E+01,1,1.0,1.0
212,212,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
213,213,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
214,214,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
215,215,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
216,216,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
217,217,cg,INVALID,1.24612,1,                 NAN,0,1.0,1.0
218,218,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
219,219,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
220,220,cg,VALID,1.243508,0,                 INF,0,-1.0,-1.0
221,221,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
222,222,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
223,223,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
224,224,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
225,225,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
226,226,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
227,227,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
228,228,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
229,229,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
230,230,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
231,231,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
232,232,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
233,233,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
234,234,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
235,235,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
236,236,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
237,237,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
238,238,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
239,239,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
240,240,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
241,241,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
242,242,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
243,243,cg,INVALID,1.253189,1,                 NAN,0,1.0,1.0
244,244,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
245,245,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
246,246,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
247,247,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
248,248,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
249,249,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
250,250,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
251,251,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
252,252,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
253,253,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
254,254,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
255,255,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
256,256,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
257,257,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
258,258,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
259,259,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
260,260,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
261,261,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
262,262,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
263,263,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
264,264,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
265,265,cg,INVALID,1.237738,1,                 NAN,0,1.0,1.0
266,266,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
267,267,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
268,268,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
269,269,cg,VALID,1.1589808000000001,1, 1.7129574806909E+01,1,1.0,1.0
270,270,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
271,271,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
272,272,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
273,273,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
274,274,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
275,275,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
276,276,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
277,277,cg,INVALID,5.324351,0, 1.2650091872938E+01,0,1.0,1.0
278,278,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
279,279,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
280,280,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
281,281,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
282,282,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
283,283,cg,INVALID,1.264736,1, 1.9999999988890E+01,0,1.0,1.0
284,284,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
285,285,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
286,286,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
287,287,cg,VALID,1.1136629,1, 1.7129574806909E+01,1,1.0,1.0
288,288,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
289,289,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
290,290,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
291,291,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
292,292,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
293,293,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
294,294,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
295,295,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
296,296,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
297,297,cg,INVALID,1.223898,1,                 NAN,0,1.0,1.0
298,298,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
299,299,cg,VALID,1.2026258,1, 1.7129574806909E+01,1,1.0,1.0
300,300,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
301,301,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
302,302,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
303,303,cg,VALID,1.0479779,1, 1.7129574806909E+01,1,1.0,1.0
304,304,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
305,305,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
306,306,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
307,307,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
308,308,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
309,309,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
310,310,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
311,311,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
312,312,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
313,313,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
314,314,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
315,315,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
316,316,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
317,317,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
318,318,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
319,319,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
320,320,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
321,321,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
322,322,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
323,323,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
324,324,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
325,325,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
326,326,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
327,327,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
328,328,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
329,329,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
330,330,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
331,331,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
332,332,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
333,333,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
334,334,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
335,335,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
336,336,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
337,337,cg,INVALID,5.246005,0, 1.2650091872938E+01,0,1.0,1.0
338,338,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
339,339,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
340,340,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
341,341,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
342,342,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
343,343,cg,INVALID,1.261825,1, 1.9999999988890E+01,0,1.0,1.0
344,344,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
345,345,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
346,346,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
347,347,cg,VALID,1.1111376,1, 1.7129574806909E+01,1,1.0,1.0
348,348,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
349,349,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
350,350,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
351,351,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
352,352,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
353,353,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
354,354,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
355,355,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
356,356,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
357,357,cg,INVALID,1.239428,1,                 NAN,0,1.0,1.0
358,358,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
359,359,cg,VALID,1.1975611,1, 1.7129574806909E+01,1,1.0,1.0
360,360,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
361,361,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
362,362,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
363,363,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
364,364,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
365,365,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
366,366,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
367,367,cg,INVALID,5.77588,0, 1.3275716990513E+00,0,1.0,1.0
368,368,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
369,369,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
370,370,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
371,371,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
372,372,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
373,373,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
374,374,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
375,375,cg,VALID,1.1583902,1, 1.7129574806909E+01,1,1.0,1.0
376,376,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
377,377,cg,INVALID,5.293876,0, 1.2650091872938E+01,0,1.0,1.0
378,378,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
379,379,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
380,380,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
381,381,cg,VALID,1.0829281,1, 1.7129574806909E+01,1,1.0,1.0
382,382,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
383,383,cg,VALID,1.0537184,1, 1.7129574806909E+01,1,1.0,1.0
384,384,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
385,385,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
386,386,cg,INVALID,-1.0,-1,-1,-1,1.0,0.0
387,387,cg,VALID,1.0266368,1, 1.7129574806133E+01,1,1.0,1.0
